"","c.X5...0..X0...0..X0.1...0..X0.2...0..X0.3...0..X0.4...0..X0.5...0..","c.X5...1..X0...0..X0.1...0..X0.2...0..X0.3...0..X0.4...0..X0.5...0..","c.X5...2..X0...0..X0.1...0..X0.2...0..X0.3...0..X0.4...0..X0.5...0..","c.X5...3..X0...0..X0.1...0..X0.2...0..X0.3...0..X0.4...0..X0.5...0..","c.X5...4..X0...0..X0.1...0..X0.2...0..X0.3...0..X0.4...0..X0.5...0..","c.X5...5..X0...0..X0.1...0..X0.2...0..X0.3...0..X0.4...0..X0.5...0..","c.X5...6..X0...0..X0.1...0..X0.2...0..X0.3...0..X0.4...0..X0.5...0..","c.X5...7..X0...0..X0.1...0..X0.2...0..X0.3...0..X0.4...0..X0.5...0..","c.X5...8..X0...0..X0.1...0..X0.2...0..X0.3...0..X0.4...0..X0.5...0..","c.X5...9..X0...0..X0.1...0..X0.2...0..X0.3...0..X0.4...0..X0.5...0.."
"X0.176",0.0104676684112781,0.000741619697419163,0.000839207787848271,0.000978633175664655,0.0371448134200616,0.175461254612546,0.00185873605947955,0.00383080606544294,0.0524696633054179,0.00151285930408472
"X0.177",0.000675333445888908,0,0.000167841557569654,0,0.00907223553577542,0.0785977859778598,0.00101385603244339,0.000478850758180367,0.0157238078960861,0.000168095478231636
"X0.178",0,0,0,0,0.00102704553235193,0.0140221402214022,0.000506928016221697,0,0.00324730815245257,0
"X0.179",0.000168833361472227,0,0,0,0,0.0003690036900369,0,0,0.000341821910784481,0
"X0.180",0,0,0,0,0,0,0,0.000159616919393456,0,0
"X0.181",0,0,0,0.000163105529277443,0,0,0,0.00159616919393456,0,0
"X0.182",0,0,0.000335683115139308,0.000489316587832327,0.000171174255391989,0,0,0.00989624900239425,0,0
"X0.183",0,0,0.00134273246055723,0.0104387538737563,0.00205409106470387,0,0,0.0303272146847566,0.000854554776961203,0
"X0.184",0.000675333445888908,0.000148323939483833,0.0112453843571668,0.0391453270265862,0.0102704553235193,0.000738007380073801,0.000506928016221697,0.0662410215482841,0.00478550675098274,0.000672381912926542
"X0.185",0.00574033429005572,0.000148323939483833,0.0424639140651225,0.0773120208775077,0.0267031838411503,0.00885608856088561,0.00354849611355188,0.129130087789306,0.0155528969406939,0.00403429147755925
"X0.186",0.0236366706061118,0.000741619697419163,0.100872776099362,0.133420322948948,0.0542622389592605,0.0309963099630996,0.0158837445082798,0.208938547486034,0.0471714236882584,0.0193309799966381
"X18.3",0.0752996792166132,0.00148323939483833,0.162134944612286,0.191648996900995,0.105956864087641,0.075830258302583,0.047313281514025,0.308220271348763,0.11057938813878,0.0490838796436376
"X219",0.176093196015533,0.00281815485019282,0.228768042967439,0.244984504974719,0.182129407737076,0.150922509225092,0.0969922271037513,0.411013567438148,0.198256708254999,0.126912086064885
"X253.14",0.318082053013675,0.00533966182141798,0.278616985565626,0.289675419996738,0.275590551181102,0.251845018450184,0.171679621493748,0.513328012769354,0.331567253460947,0.24155320221886
"X253.15",0.467499577916596,0.0112726194007713,0.318898959382343,0.312347088566302,0.333960972269771,0.367712177121771,0.267489016559649,0.602873104549082,0.471714236882584,0.428811564968902
"X253.16",0.593280432213405,0.0366360130525067,0.331990600872776,0.313978143859077,0.34936665525505,0.469557195571956,0.387799932409598,0.661133280127694,0.571697145787045,0.606488485459741
"X253.17",0.672969778828296,0.114357757342035,0.328633769721383,0.304681128690263,0.311879493324204,0.528044280442804,0.484285231497127,0.705506783719074,0.605708425910101,0.726676752395361
"X253.18",0.689853114975519,0.281667161079798,0.316717019133938,0.312836405154135,0.238274563505649,0.536162361623616,0.511659344373099,0.72657621707901,0.548795077764485,0.758278702302908
"X198",0.664190444031741,0.477009789380006,0.32527693856999,0.359321480998206,0.16004792879151,0.52140221402214,0.453024670496789,0.731524341580208,0.450692189369339,0.725163893091276
"X182",0.627215937869323,0.595075645209137,0.362705605908023,0.44707225574947,0.139507018144471,0.487084870848708,0.314464346062859,0.745730247406225,0.391898820714408,0.69473861153135
"X247.1",0.612189768698295,0.5642242657965,0.433534743202417,0.542815201435329,0.209003765833619,0.460147601476015,0.176072997634336,0.749880287310455,0.389847889249701,0.682131450663977
"X241",0.623332770555462,0.439187184811629,0.503021148036254,0.576741151525037,0.336186237589866,0.438191881918819,0.0802636025684353,0.736153232242618,0.427619210391386,0.637922339889057
"X0.187",0.675671112611852,0.292049836843667,0.513763007720712,0.532702658620127,0.437350222526532,0.411254612546125,0.0366677931733694,0.662729449321628,0.505212784139463,0.548999831904522
"X0.188",0.695931115988519,0.157371699792346,0.438737831487076,0.419833632360137,0.428620335501541,0.379335793357934,0.0212909766813113,0.531843575418994,0.530165783626731,0.392839132627332
"X0.189",0.641904440317407,0.0631859982201127,0.318227593152064,0.279889088240091,0.353817185895241,0.351291512915129,0.0157147685028726,0.361372705506784,0.459066826183558,0.23230795091612
"X0.190",0.489616748269458,0.0226935627410264,0.185632762672038,0.145816343174034,0.247517973296816,0.309963099630996,0.0128421764109496,0.213727055067837,0.342163732695266,0.117330643805682
"X0.191",0.30626371771062,0.00622960545832097,0.0881168177240685,0.0546403523079432,0.151831564532694,0.267343173431734,0.00692801622169652,0.101037509976057,0.232438899333447,0.0421919650361405
"X0.192",0.127806854634476,0.00222485909225749,0.0206445115810675,0.00994943728592399,0.0712084902430674,0.226014760147601,0.00321054410273741,0.037829209896249,0.137925141001538,0.010590015128593
"X0.193",0.0234678372446395,0.000296647878967665,0.000167841557569654,0.000489316587832327,0.0248202670318384,0.163653136531365,0.000844880027036161,0.0068635275339186,0.0622115877627756,0.00319381408640108
"X0.194",0.000337666722944454,0,0,0,0.00564875042793564,0.0787822878228782,0.000337952010814464,0.00111731843575419,0.0211929584686378,0.000336190956463271
"X0.195",0,0,0,0,0.000513522766175967,0.0140221402214022,0.000337952010814464,0,0.00410186292941378,0
"X0.196",0,0,0,0,0,0.000738007380073801,0,0,0.000512732866176722,0
"X0.197",0,0,0,0,0,0,0,0.000159616919393456,0,0
"X0.198",0,0,0,0.000163105529277443,0,0,0,0.00255387071029529,0,0
"X0.199",0,0,0.000167841557569654,0.00065242211710977,0.000171174255391989,0,0,0.0170790103750998,0,0
"X0.200",0.000168833361472227,0,0.0018462571332662,0.00848148752242701,0.00171174255391989,0,0,0.0494812450119713,0.00119637668774568,0.000336190956463271
"X0.201",0.00118183353030559,0.000148323939483833,0.0107418596844579,0.0285434676235524,0.0109551523450873,0.00166051660516605,0.000675904021628929,0.099122106943336,0.00752008203725859,0.00252143217347453
"X0.202",0.00945466824244471,0.000296647878967665,0.0381000335683115,0.052356874898059,0.031667237247518,0.0112546125461255,0.0042244001351808,0.177015163607342,0.023414800888737,0.0137838292149941
"X0.203",0.0531825088637515,0.000889943636902996,0.0817388385364216,0.0856304028706573,0.0669291338582677,0.038929889298893,0.0219668807029402,0.275658419792498,0.0635788754059135,0.0472348293830896
"X0.204",0.138443356407226,0.00192821121328983,0.127223900637798,0.116946664491926,0.140705237932215,0.0952029520295203,0.0647178100709699,0.396009577015164,0.133310545205948,0.1089258698941
"X80",0.272497045416174,0.00341145060812815,0.162638469284995,0.135377589300277,0.240328654570353,0.199261992619926,0.129266644136533,0.51316839584996,0.246453597675611,0.23230795091612
"X156",0.436096572682762,0.00459804212399881,0.188989593823431,0.147284292937531,0.355871276959945,0.311070110701107,0.216458262926664,0.620271348762969,0.381473252435481,0.416876786014456
"X107",0.578423096403849,0.0108276475823198,0.208459214501511,0.153808514108628,0.421259842519685,0.425645756457565,0.346400811084826,0.699122106943336,0.506750982737993,0.605479912590351
"X253.19",0.660982610163768,0.0330762385048947,0.210473313192346,0.153808514108628,0.420061622731941,0.521586715867159,0.463501182832038,0.735514764565044,0.555118783113998,0.692217179357875
"X253.20",0.663177443862907,0.109611391278552,0.188989593823431,0.156744413635622,0.352790140362889,0.527490774907749,0.533626225076039,0.733758978451716,0.513074688087506,0.635569003193814
"X205",0.608306601384434,0.302432512607535,0.180597515944948,0.193280052193769,0.239986306059569,0.484132841328413,0.506421088205475,0.718116520351157,0.383866005810972,0.495881660783325
"X11",0.512578085429681,0.544942153663601,0.193689157435381,0.281357038003588,0.136939404313591,0.425645756457565,0.367353835755323,0.710135674381484,0.271406597162878,0.385947218019835
"X0.205",0.439135573189262,0.687333135568081,0.257972473984559,0.410862828249878,0.12564190345772,0.366974169741697,0.209361270699561,0.723064644852354,0.219449666723637,0.365607665153807
"X43",0.391693398615566,0.608721447641649,0.367405169519973,0.526178437449029,0.231941116056145,0.328228782287823,0.0954714430550862,0.7561053471668,0.265253802768757,0.435367288619936
"X154.1",0.420395070065845,0.413527143280926,0.481537428667338,0.584733322459631,0.40876412187607,0.296494464944649,0.0425819533626225,0.788826815642458,0.363014869253119,0.535552193645991
"X0.206",0.510552085092014,0.234500148323939,0.516280631084256,0.524710487685533,0.510270455323519,0.27380073800738,0.0294018249408584,0.755147645650439,0.483507092804649,0.550680786686838
"X0.207",0.624008104001351,0.100266983091071,0.454179254783484,0.389985320502365,0.477404998288257,0.245387453874539,0.0332882730652247,0.628731045490822,0.531362160314476,0.441250630358043
"X0.208",0.655411109235185,0.0332245624443785,0.324102047667002,0.241396183330615,0.355015405682985,0.21789667896679,0.031260561000338,0.437031125299282,0.470859682105623,0.276180870734577
"X0.209",0.578085429680905,0.00845446455057846,0.187646861362873,0.11482629261132,0.224922971585074,0.2,0.0258533288273065,0.254748603351955,0.351392924286447,0.140527819801647
"X0.210",0.404018234003039,0.00266983091070899,0.0839207787848271,0.0417550154950253,0.119993153029784,0.176568265682657,0.0141939844542075,0.118914604948125,0.228507947359426,0.0516053118171121
"X0.211",0.185210197535033,0.000889943636902996,0.0187982544478013,0.00815527646387213,0.0443341321465252,0.143726937269373,0.00675904021628929,0.0384676775738228,0.136045120492224,0.0131114473020676
"X0.212",0.04018234003039,0.000296647878967665,0.000335683115139308,0,0.0109551523450873,0.105719557195572,0.00168976005407232,0.00766161213088587,0.0599897453426765,0.00353000504286435
"X0.213",0.000337666722944454,0,0,0,0.00239643957548785,0.0503690036900369,0.000506928016221697,0.0014365522745411,0.0193129379593232,0.000336190956463271
"X0.214",0,0,0,0,0.000342348510783978,0.00867158671586716,0.000337952010814464,0.000159616919393456,0.00393095197402153,0
"X0.215",0,0,0,0,0,0.00018450184501845,0,0.000159616919393456,0.000170910955392241,0
"X0.216",0,0,0,0,0,0,0,0.000319233838786911,0,0
"X0.217",0,0.000148323939483833,0,0,0,0,0,0.00367118914604948,0,0
"X0.218",0.000168833361472227,0,0.000167841557569654,0.000163105529277443,0.000342348510783978,0,0,0.0169193934557063,0,0
"X0.219",0,0,0.00134273246055723,0.00636111564182026,0.00239643957548785,0,0,0.0464485235434956,0.000854554776961203,0.000672381912926542
"X0.220",0.0025325004220834,0.000148323939483833,0.00671366230278617,0.0153319197520796,0.0121533721328312,0.0025830258302583,0.000675904021628929,0.0983240223463687,0.00922919159118099,0.00672381912926542
"X0.221",0.022286003714334,0.000148323939483833,0.0283652232292716,0.0272386233893329,0.0361177678877097,0.0138376383763838,0.00726596823251098,0.168076616121309,0.0259784652196206,0.0300890906034628
"X0.222",0.0953908492318082,0.000593295757935331,0.0597515944947969,0.0419181210243027,0.0864429989729545,0.0490774907749078,0.0331192970598175,0.261133280127694,0.0700734917108187,0.079341065725332
"X0.223",0.221509370251562,0.00133491545535449,0.0770392749244713,0.0543141412493884,0.18332762752482,0.1190036900369,0.0848259547144306,0.365682362330407,0.142368825841736,0.182551689359556
"X0.224",0.382576397096066,0.00326312666864432,0.0960053709298422,0.0618169955961507,0.317699418007532,0.237084870848708,0.166610341331531,0.466879489225858,0.257220987865322,0.358883846024542
"X14",0.54887725814621,0.00519133788193414,0.109936220208124,0.0704615886478552,0.447449503594659,0.376014760147601,0.281514025008449,0.538228252194733,0.391727909759016,0.550344595730375
"X1",0.645449940908324,0.0117175912192228,0.120174555219872,0.0844886641657152,0.500171174255392,0.501476014760148,0.420919229469415,0.573822825219473,0.508972825158093,0.655404269625147
"X154.2",0.660982610163768,0.0293681400177989,0.110271903323263,0.113684553906377,0.455152345087299,0.570479704797048,0.536498817167962,0.552114924181963,0.535976756110067,0.585476550680787
"X253.21",0.581630930271822,0.103530109759715,0.100201409869084,0.168161800685043,0.336870934611434,0.534132841328413,0.557113889827644,0.505826017557861,0.45616133994189,0.389981509497395
"X90",0.461590410265068,0.333135568080688,0.0988586774085264,0.264067851900179,0.18418349880178,0.436162361623616,0.450490030415681,0.461931364724661,0.319945308494274,0.213481257354177
"X0.225",0.344251224041871,0.644319193117769,0.135615978516281,0.399445441200457,0.0883259157822664,0.341328413284133,0.262926664413653,0.439425379090184,0.214151427106478,0.143721633888048
"X0.226",0.251392875232146,0.792791456541086,0.229271567640148,0.538574457674115,0.116569667921945,0.27029520295203,0.130956404190605,0.464804469273743,0.204067680738335,0.193141704488149
"X0.227",0.208002701333784,0.614209433402551,0.36421617992615,0.626488337954657,0.273022937350223,0.222324723247232,0.0701250422440013,0.56536312849162,0.293454110408477,0.350142881156497
"X0.228",0.237210872868479,0.356570750519134,0.484222893588452,0.611645734790409,0.492468332762752,0.182841328413284,0.0659006421088205,0.693695131683958,0.430866518543839,0.522608841822155
"X0.229",0.353705892284315,0.158113319489766,0.523329976502182,0.484586527483282,0.579596028757275,0.151291512915129,0.0773910104765123,0.735993615323224,0.542984105281148,0.58682131450664
"X0.230",0.510383251730542,0.0499851676060516,0.455521987244042,0.317077148915348,0.505306401917152,0.12380073800738,0.0817843866171004,0.637669592976856,0.548965988719877,0.493864515044545
"X0.231",0.637177106196184,0.0108276475823198,0.311681772406848,0.17599086609036,0.333447449503595,0.103505535055351,0.0755322744170328,0.430806065442937,0.44624850452914,0.302067574382249
"X0.232",0.621982103663684,0.00252150697122516,0.172708962739174,0.0742130158212363,0.177678877096885,0.088929889298893,0.0582967218654951,0.240861931364725,0.310887027858486,0.145402588670365
"X0.233",0.484382914063819,0.000889943636902996,0.0733467606579389,0.0202250856304029,0.0724067100308114,0.0736162361623616,0.0380196012166272,0.105506783719074,0.185267475645189,0.0517734072953438
"X0.234",0.250548708424785,0.000444971818451498,0.0171198388721047,0.00407763823193606,0.0196850393700787,0.064760147601476,0.0157147685028726,0.0292098962490024,0.100153819859853,0.0131114473020676
"X0.235",0.060273510045585,0,0.0018462571332662,0,0.00564875042793564,0.0461254612546125,0.00540723217303143,0.00542697525937749,0.0444368484019826,0.00319381408640108
"X0.236",0.000844166807361135,0,0.000503524672708963,0.000163105529277443,0.00171174255391989,0.024169741697417,0.000844880027036161,0.000957701516360734,0.0152110750299094,0.000504286434694907
"X0.237",0,0,0.000167841557569654,0,0,0.0047970479704797,0.000337952010814464,0.000159616919393456,0.00290548624166809,0
"X0.238",0,0,0,0,0,0.00018450184501845,0,0,0.000512732866176722,0
"X0.239",0,0,0,0,0,0,0,0.000159616919393456,0,0
"X0.240",0,0,0,0,0,0,0,0.00239425379090184,0,0
"X0.241",0,0,0,0.000326211058554885,0.000513522766175967,0,0,0.0137270550678372,0,0
"X0.242",0.000168833361472227,0,0.000671366230278617,0.00358832164410373,0.00342348510783978,0,0,0.0355945730247406,0.000512732866176722,0.00201714573877963
"X0.243",0.00540266756711126,0.000296647878967665,0.00537092984222894,0.00831838199314957,0.0145498117083191,0.0044280442804428,0.00101385603244339,0.0734237829209896,0.00683643821568963,0.0122709699109094
"X0.244",0.0427148404524734,0,0.0167841557569654,0.0135377589300277,0.047586442998973,0.018450184501845,0.0111524163568773,0.124501197126895,0.0251239104426594,0.0487476886871743
"X0.245",0.151274691879115,0.000296647878967665,0.031554212823095,0.0189202413961833,0.114173228346457,0.0595940959409594,0.0434268333896587,0.198244213886672,0.0625534096735601,0.116322070936292
"X0.246",0.318082053013675,0.000889943636902996,0.0391070829137294,0.0252813570380036,0.241355700102705,0.144280442804428,0.108144643460629,0.281883479648843,0.130575969919672,0.256513699781476
"X0.247",0.493162248860375,0.00222485909225749,0.0491775763679087,0.0381666938509215,0.402259500171174,0.283394833948339,0.210544102737411,0.353551476456504,0.242180823790805,0.458060178181207
"X0.248",0.622488603748101,0.00444971818451498,0.0570661295736824,0.0676887946501386,0.542964738103389,0.455719557195572,0.362791483609328,0.394253790901836,0.381644163390873,0.614052781980165
"X0.249",0.665034610839102,0.0108276475823198,0.0607586438402148,0.128364051541347,0.560595686408764,0.589852398523985,0.502703616086516,0.378132482043097,0.492565373440438,0.598587997982854
"X139",0.58754009792335,0.0253633936517354,0.0552198724404162,0.220192464524547,0.448305374871619,0.630811808118081,0.586008786752281,0.314285714285714,0.541445906682618,0.407799630189948
"X253.22",0.44352524058754,0.100711954909522,0.0563947633434038,0.34757788289023,0.265833618623759,0.557380073800738,0.531260561000338,0.243256185155626,0.489659887198769,0.191628845184065
"X190",0.303900050650008,0.383565707505191,0.076200067136623,0.489642798890882,0.108353303663129,0.440774907749078,0.363129435620142,0.197924980047885,0.364211245940865,0.0902672718103883
"X2",0.181833530305588,0.780332245624444,0.137797918764686,0.616375795139455,0.0590551181102362,0.32619926199262,0.191618790131801,0.190263367916999,0.291745000854555,0.0985039502437384
"X0.250",0.117170352861725,0.864431919311777,0.259818731117825,0.701190670363725,0.133687093461143,0.255350553505535,0.115072659682325,0.248204309656824,0.321825329003589,0.214657925701799
"X0.251",0.0977545162924194,0.579501631563334,0.396106075864384,0.695318871309737,0.350736049298186,0.20239852398524,0.133828996282528,0.416121308858739,0.443855751153649,0.420070600100857
"X0.252",0.138274523045754,0.262830020765352,0.506042296072508,0.592073071277116,0.586271824717562,0.150553505535055,0.16846907739101,0.623782920989625,0.570671680054691,0.624306606152294
"X0.253",0.244639540773257,0.0872144764164936,0.518966096005371,0.409394878486381,0.634542964738103,0.105166051660517,0.190604934099358,0.715403032721468,0.600068364382157,0.668515716927215
"X0.254",0.423265237210873,0.0192821121328982,0.437730782141658,0.24041755015495,0.497090037658336,0.0680811808118081,0.188746198039878,0.596488427773344,0.511536489488976,0.53336695242898
"X0.255",0.596150599358433,0.00281815485019282,0.287848271231957,0.109280704615886,0.286374529270798,0.0416974169741697,0.160696181142278,0.388986432561852,0.359596650145274,0.312321398554379
"X0.256",0.639034273172379,0.00118659151587066,0.144175897952333,0.0363725330288697,0.130605956864088,0.0300738007380074,0.122338627914836,0.188507581803671,0.220987865322167,0.132123045890066
"X0.257",0.531656255276043,0.000444971818451498,0.0565626049009735,0.00864459305170445,0.046730571722013,0.022140221402214,0.0780669144981413,0.0742218675179569,0.121346778328491,0.0462262565136998
"X0.258",0.301367550227925,0.000593295757935331,0.013595166163142,0.0011417387049421,0.0109551523450873,0.0197416974169742,0.0408921933085502,0.0166001596169194,0.0591351905657153,0.0110943015632879
"X0.259",0.0805335134222522,0,0.00218194024840551,0,0.00205409106470387,0.014760147601476,0.0128421764109496,0.00207501995211492,0.0278584857289352,0.00218524121701126
"X0.260",0.00151950025325004,0.000148323939483833,0.00100704934541793,0.000163105529277443,0.000513522766175967,0.00682656826568266,0.00202771206488679,0.000159616919393456,0.00888736968039651,0.000336190956463271
"X0.261",0.000168833361472227,0.000148323939483833,0,0,0,0.0014760147601476,0.000168976005407232,0,0.00205093146470689,0
"X0.262",0,0,0,0,0,0,0.000168976005407232,0,0,0
"X0.263",0,0,0,0,0,0,0,0.000159616919393456,0,0
"X0.264",0,0,0,0,0,0,0,0.00127693535514765,0,0
"X0.265",0,0,0,0,0.000513522766175967,0,0,0.00750199521149242,0,0.000336190956463271
"X0.266",0.000168833361472227,0.000148323939483833,0.000167841557569654,0.00146794976349698,0.00342348510783978,0.000738007380073801,0,0.0197924980047885,0.000512732866176722,0.00336190956463271
"X0.267",0.00844166807361135,0.000296647878967665,0.00335683115139308,0.00342521611482629,0.0169462512838069,0.00590405904059041,0.00101385603244339,0.0450119712689545,0.00478550675098274,0.0201714573877963
"X0.268",0.0774945129157522,0,0.00939912722390064,0.00733974881748491,0.0570010270455324,0.0219557195571956,0.0147009124704292,0.0823623304070231,0.0176038284054008,0.0630358043368633
"X0.269",0.230626371771062,0.000444971818451498,0.0146022155085599,0.0119067036372533,0.153885655597398,0.0714022140221402,0.0559310577897938,0.132482043096568,0.046145957955905,0.148764498234997
"X0.270",0.419888569981428,0.000889943636902996,0.0214837193689157,0.023976512803784,0.317014720985964,0.168265682656827,0.132139236228456,0.207182761372705,0.103059306101521,0.309127584467978
"X0.271",0.583150430525072,0.00177988727380599,0.0322255790533736,0.058228673952047,0.507531667237248,0.329889298892989,0.264616424467726,0.262410215482841,0.200307639719706,0.511346444780635
"X0.272",0.666891777815296,0.00519133788193414,0.0377643504531722,0.137824172239439,0.631975350907224,0.519741697416974,0.436971949983102,0.268635275339186,0.32797812339771,0.611027063371995
"X0.273",0.621982103663684,0.00993770394541679,0.0426317556226922,0.267982384602838,0.582163642588155,0.677306273062731,0.575194322406218,0.221867517956903,0.461801401469834,0.507144057824845
"X11.1",0.475265912544319,0.0222485909225749,0.049513259483048,0.4323927581145,0.396953098254023,0.693542435424354,0.61051030753633,0.149082202713488,0.555460605024782,0.291981845688351
"X190.1",0.298159716359953,0.105606644912489,0.0676401477005707,0.587669221986625,0.1944539541253,0.609040590405904,0.480736735383576,0.086512370311253,0.578533584002735,0.143721633888048
"X253.23",0.165963194327199,0.481014535746069,0.112789526686808,0.713097374000979,0.0896953098254023,0.494649446494465,0.297228793511321,0.0632083000798085,0.519056571526235,0.128256849890738
"X70",0.0835725139287523,0.909670720854346,0.201074185968446,0.787473495351492,0.0852447791852105,0.401291512915129,0.196350118283204,0.0810853950518755,0.475474277901213,0.200201714573878
"X0.274",0.0526760087793348,0.882824087807772,0.328298086606244,0.791061816995596,0.205409106470387,0.34280442804428,0.224907063197026,0.179728651237031,0.539394975217911,0.365439569675576
"X0.275",0.0503123417187236,0.5,0.449983215844243,0.725656499755342,0.477747346799041,0.285793357933579,0.298073673538358,0.42170790103751,0.639377884122372,0.586148932593713
"X0.276",0.0888063481343914,0.160041530703055,0.519805303793219,0.577556679171424,0.684012324546388,0.220479704797048,0.352314971274079,0.653152434158021,0.657152623483165,0.750714405782484
"X0.277",0.19483369913895,0.03366953426283,0.506545820745216,0.373348556516066,0.655255049640534,0.153321033210332,0.367015883744508,0.700877893056664,0.55682789266792,0.716254832744999
"X0.278",0.374134729022455,0.00459804212399881,0.403826787512588,0.208611971945849,0.455494693598083,0.0898523985239852,0.340317674890166,0.537749401436552,0.389676978294309,0.51185073121533
"X0.279",0.556981259496877,0.00133491545535449,0.244545149378986,0.0872614581634317,0.236733995207121,0.0472324723247232,0.288611017235553,0.310454908220271,0.24030080328149,0.260884182215498
"X0.280",0.63531993921999,0.000889943636902996,0.114132259147365,0.0274017289186103,0.103731598767545,0.0214022140221402,0.215951334910443,0.131524341580208,0.126986839856435,0.102202050764834
"X0.281",0.543812257302043,0.000148323939483833,0.0416247062772743,0.0053824824661556,0.0381718589524136,0.0101476014760148,0.133997972287935,0.0435754189944134,0.063237053495129,0.0344595730374853
"X0.282",0.334796555799426,0.000148323939483833,0.0115810674723061,0.00065242211710977,0.0124957206436152,0.00535055350553506,0.0724907063197026,0.00925778132482043,0.0300803281490344,0.00857286938981341
"X0.283",0.10231301705217,0,0.00453172205438067,0,0.00650462170489558,0.00239852398523985,0.0282189929030078,0.00111731843575419,0.0124764997436336,0.00100857286938981
"X0.284",0.00219483369913895,0,0.00218194024840551,0.000163105529277443,0.00102704553235193,0.0011070110701107,0.00270361608651571,0.000319233838786911,0.00410186292941378,0
"X0.285",0.000168833361472227,0,0.000839207787848271,0,0.000171174255391989,0.0003690036900369,0.000168976005407232,0.000159616919393456,0.00136728764313793,0
"X0.286",0,0,0,0,0,0,0.000168976005407232,0,0,0
"X0.287",0,0,0,0,0,0,0,0,0,0
"X0.288",0,0,0,0,0.000171174255391989,0,0,0.000159616919393456,0,0
"X0.289",0,0,0,0,0.000171174255391989,0,0,0.00351157222665603,0,0.000168095478231636
"X0.290",0.000337666722944454,0,0.000335683115139308,0.000489316587832327,0.00273878808627182,0.000553505535055351,0,0.010853950518755,0.000341821910784481,0.00386619599932762
"X0.291",0.0165456694242782,0.000444971818451498,0.00167841557569654,0.0022834774098842,0.0208832591578227,0.00516605166051661,0.000844880027036161,0.030806065442937,0.00170910955392241,0.0231971759959657
"X0.292",0.127975687995948,0,0.0058744545149379,0.00456695481976839,0.0766860664156111,0.0238007380073801,0.0185873605947955,0.0574620909816441,0.00974192445735772,0.0680786686838124
"X0.293",0.317406719567787,0.000296647878967665,0.0152735817388385,0.0137008644593052,0.210544334132147,0.0738007380073801,0.0687732342007435,0.0959297685554669,0.0285421295505042,0.165910237014624
"X0.294",0.51781191963532,0.000741619697419163,0.0248405505203088,0.0334366335018757,0.414755220814789,0.173985239852399,0.166779317336938,0.145730247406225,0.0661425397367971,0.329803328290469
"X0.295",0.643592773932129,0.00222485909225749,0.0419603893924136,0.0988419507421302,0.611947963026361,0.336162361623616,0.330348090571139,0.179569034317638,0.142881558707913,0.520591696083375
"X0.296",0.659800776633463,0.00415307030554731,0.058744545149379,0.219703147936715,0.697535090722355,0.540405904059041,0.511659344373099,0.16999201915403,0.251580926337378,0.59505799293999
"X0.297",0.536552422758737,0.00711954909522397,0.0797247398455858,0.394226064263579,0.603389250256761,0.680627306273063,0.630449476174383,0.121787709497207,0.393266108357546,0.481425449655404
"X0.298",0.338342056390343,0.0215069712251557,0.113293051359517,0.569401402707552,0.396268401232455,0.694464944649447,0.593105778979385,0.0614525139664804,0.550162365407623,0.324592368465288
"X35",0.168664528110755,0.133343221595966,0.157603222557905,0.71048768553254,0.235878123930161,0.640405904059041,0.42429874957756,0.0314445331205108,0.674414629977782,0.260547991259035
"X241.1",0.0702346783724464,0.648472263423317,0.223061430010071,0.782091012885337,0.186237589866484,0.556642066420664,0.302467049678946,0.0288906624102155,0.707400444368484,0.296184232644142
"X225.1",0.0354550059091676,0.973746662711362,0.321080899630749,0.796118088403197,0.221670660732626,0.489483394833948,0.321223386279148,0.0707102952913009,0.706545889591523,0.406286770885863
"X160",0.0234678372446395,0.864135271432809,0.415911379657603,0.763496982547708,0.370421088668264,0.42859778597786,0.42429874957756,0.228731045490822,0.756964621432234,0.571356530509329
"X108",0.0288705048117508,0.374517947196678,0.507049345417925,0.707225574946991,0.629750085587128,0.37970479704797,0.511490368367692,0.515243415802075,0.740386258759187,0.75441250630358
"X1.1",0.071416511902752,0.0741619697419163,0.534575360859349,0.589626488337955,0.769257103731599,0.322878228782288,0.545285569449138,0.715243415802075,0.607417535464023,0.836106908724155
"X0.299",0.186392031065338,0.0102343518243845,0.478348439073515,0.43304518023161,0.661588497090038,0.254612546125461,0.530922608989523,0.667198723064645,0.413262690138438,0.703479576399395
"X0.300",0.36316056052676,0.00192821121328983,0.349949647532729,0.259011580492579,0.436665525504964,0.167158671586716,0.479722879351132,0.458579409417398,0.247308152452572,0.432005379055303
"X0.301",0.551072091845349,0.000593295757935331,0.196878147029204,0.119556352960365,0.238274563505649,0.0909594095940959,0.397600540723217,0.223463687150838,0.130234148008887,0.192133131618759
"X0.302",0.628228938038156,0.000593295757935331,0.0857670359180933,0.0469743924319034,0.114857925368025,0.0415129151291513,0.30770530584657,0.0839584996009577,0.0661425397367971,0.0721129601613717
"X0.303",0.539929089988182,0,0.0325612621685129,0.0110911759908661,0.0516946251283807,0.016789667896679,0.196519094288611,0.0264964086193136,0.0329858143907024,0.021684316691881
"X0.304",0.342900557150093,0,0.0146022155085599,0.00212037188060675,0.0237932214994865,0.00590405904059041,0.107637715444407,0.00861931364724661,0.0167492736284396,0.00571524625987561
"X0.305",0.113287185547864,0,0.00939912722390064,0.000326211058554885,0.0111263266004793,0.00166051660516605,0.0441027374112876,0.00255387071029529,0.00598188343872842,0.00100857286938981
